date,close,rate,mean,pos,neg,neu
2023/4/28,1.102,-0.0635,-0.08,0,1,0
2023/5/1,1.0975,-0.4083,-0.3,0,1,0
2023/5/2,1.0999,0.2187,0.1,1,0,0
2023/5/3,1.1059,0.5455,0.05,1,0,0
2023/5/4,1.1011,-0.434,0.0778,1,0,0
2023/5/5,1.1017,0.0545,0,0,0,1
2023/5/8,1.1004,-0.118,0.1333,1,0,0
2023/5/9,1.096,-0.3999,-0.3,0,1,0
2023/5/10,1.098,0.1825,0.275,1,0,0
2023/5/11,1.0914,-0.6011,-0.3,0,1,0
2023/5/12,1.0848,-0.6047,-0.35,0,1,0
2023/5/15,1.0872,0,0,0,0,0
2023/5/16,1.0861,0,0,0,0,0
2023/5/17,1.0839,-0.2026,-0.4,0,1,0
2023/5/18,1.0769,-0.6458,-0.3333,0,1,0
2023/5/19,1.0802,0.3064,0,0,0,1
2023/5/22,1.0811,0.0833,0.4,1,0,0
2023/5/23,1.0768,0,0,0,0,0
2023/5/24,1.0748,0,0,0,0,0
2023/5/25,1.0719,-0.2698,-0.3,0,1,0
2023/5/26,1.0724,0.0466,-0.2,0,1,0
2023/5/29,1.0705,-0.1772,-0.25,0,1,0
2023/5/30,1.0733,0.2616,-0.3,0,1,0
2023/5/31,1.0688,-0.4193,-0.28,0,1,0
2023/6/1,1.0761,0,0,0,0,0
2023/6/2,1.0706,-0.5111,-0.3,0,1,0
2023/6/5,1.0712,0.056,-0.35,0,1,0
2023/6/6,1.0691,0,0,0,0,0
2023/6/7,1.0697,0.0561,-0.05,0,1,0
2023/6/8,1.0781,0.7853,0.2,1,0,0
2023/6/9,1.0747,0,0,0,0,0
2023/6/12,1.0757,0,0,0,0,0
2023/6/13,1.0791,0.3161,0.5667,1,0,0
2023/6/14,1.0831,0.3707,-0.3,0,1,0
2023/6/15,1.0945,1.0525,0.2625,1,0,0
2023/6/16,1.0933,-0.1096,0.8,1,0,0
2023/6/19,1.0922,0,0,0,0,0
2023/6/20,1.0916,-0.0549,-0.5,0,1,0
2023/6/21,1.0984,0.6229,-0.4,0,1,0
2023/6/22,1.0956,-0.2549,0.6,1,0,0
2023/6/23,1.0889,-0.6115,-0.6333,0,1,0
2023/6/26,1.0904,0.1378,-0.05,0,1,0
2023/6/27,1.0959,0,0,0,0,0
2023/6/28,1.0911,-0.438,-0.1,0,1,0
2023/6/29,1.0864,-0.4308,0,0,0,1
2023/6/30,1.091,0.4234,0.3,1,0,0
2023/7/3,1.0911,0.0092,0.0667,1,0,0
2023/7/4,1.0877,-0.3116,-0.35,0,1,0
2023/7/5,1.0851,-0.239,-0.025,0,1,0
2023/7/6,1.0887,0,0,0,0,0
2023/7/7,1.0967,0.7348,0.45,1,0,0
2023/7/10,1.0999,0,0,0,0,0
2023/7/11,1.1006,0.0636,0.3667,1,0,0
2023/7/12,1.1128,1.1085,0.7714,1,0,0
2023/7/13,1.1224,0.8627,0.5167,1,0,0
